"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"B1101","4","acces_metier","2","La diffusion, la vente de travaux artistiques personnels et la reconnaissance du milieu professionnel contribuent à la professionnalisation de l''activité, ainsi que l''adhésion à la Maison des Artistes."
"B1201","3","definition","1","Façonne et décore, à l''unité ou en petite série, des pièces décoratives ou utilitaires en céramique ou en matériaux de synthèse."
"B1201","3","definition","2","Peut créer et commercialiser des pièces façonnées et réaliser la restauration de pièces anciennes."
"B1201","3","definition","3","Peut transmettre son savoir-faire."
"B1201","3","definition","4","Peut diriger un service ou une structure."
"B1201","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac+2 (BTS) en tournage en céramique, art céramique."
"B1201","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans d''autres spécialités artisanales (mosaïque, sculpture, ...) sans diplôme particulier."
"B1301","3","definition","1","Conçoit et réalise la décoration et l''aménagement de vitrines, d''espaces de vente, d''expositions, pour valoriser des produits, des services, l''image de marque d''une entreprise et susciter l''intérêt des clients selon les critères marketing de l''entreprise, les réglementations du commerce et les normes de sécurité du bâtiment."
"B1301","3","definition","2","Peut contrôler la conformité d''application des protocoles de présentation des produits sur un ensemble de sites commerciaux, et former des vendeurs, des chefs de rayon à la mise en place des produits."
"B1301","3","definition","3","Peut fabriquer des objets décoratifs (miroir, cadre, ...)."
"B1301","3","definition","4","Peut coordonner une équipe ou diriger une structure."
"B1301","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, L2, ...) en communication visuelle, design d''espace, expression visuelle, arts plastiques, arts décoratifs ou architecture d''intérieure."
"B1301","4","acces_metier","2","Il est également accessible avec un diplôme de niveau CAP/BEP à Bac (professionnel, brevet professionnel, ...) dans le secteur des métiers de la mode et de l''habillement complété par une formation en décoration étalagisme."
"B1301","4","acces_metier","3","La maîtrise de l''outil informatique (logiciel de Conception et Dessin Assisté par Ordinateur -CAO/DAO-, ...) peut être requise."
"B1302","3","definition","1","Réalise manuellement les opérations nécessaires à la décoration et à la finition (peinture, laque, vernis, émail, ...) d''objets d''art ou d''artisanat."
"B1302","3","definition","2","Peut appliquer un revêtement décoratif ou de protection sur des objets, peindre des décors à main levée et effectuer la restauration d''objets anciens."
"B1302","3","definition","3","Peut transmettre son savoir-faire et participer à des actions de sensibilisation de sa profession."
"B1302","3","definition","4","Peut diriger un service ou une structure."
"B1302","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac+2 (Diplôme des Métiers d''Art -DMA-, ...) en dorure à la feuille, arts et techniques du verre option décorateur sur verre, art de la reliure et de la dorure, ...."
"B1302","4","acces_metier","2","Un Master en restauration du patrimoine, conservation et restauration des biens d''équipements culturels, conservation et restauration des biens culturels, ... est requis pour exercer la fonction de restaurateur au sein de collections publiques appartenant aux musées de France."
"B1303","3","definition","1","Décore, ornemente des articles, uniques ou en série limitée, d''arts de la table (argenterie, théières, ...), de décoration (miroirs, meubles, ...), de parure (bijoux, ...), de loisirs sportifs (armes, ...), funéraires (stèles, ...). Intervient sur divers matériaux (métaux, minéraux, matières organiques, synthétiques , cristal, ...) par incision, défoncement de matière, au moyen d''outils manuels (burin, pointe à tracer, ciselet, ...) ou de machines (cabine à sabler, meule, ...), selon les règles d''hygiène et sécurité."
"B1303","3","definition","2","Peut réaliser des gravures en creux pour des matrices ou des outillages et effectuer la restauration d''objets anciens."
"B1303","3","definition","3","Peut transmettre son savoir-faire et participer à des actions de sensibilisation de sa profession."
"B1303","3","definition","4","Peut diriger un service ou une structure."
"B1303","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac+4 (Diplôme National Supérieur des Arts Plastiques -DNSAP-, ...) en gravure."
"B1303","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en gravure ou dessin d''art sans diplôme particulier."
"B1401","3","definition","1","Façonne à la main, au détail ou en petite série, des pièces et ouvrages décoratifs ou utilitaires (assises de siège, paniers, corbeilles de boulanger, objets d''ameublement, ...) à base de fibres, brins et lianes végétaux (paille, osier, rotin, ...)."
"B1401","3","definition","2","Peut créer de nouveaux modèles, usiner le rotin ou le bois, réaliser des architectures végétales décoratives ou utilitaires et cultiver l''osier."
"B1401","3","definition","3","Peut mener des actions de formation ou de sensibilisation à la profession."
"B1401","3","definition","4","Peut diriger une structure."
"B1401","4","acces_metier","1","Ce métier est accessible avec un CAP, un Brevet Professionnel Agricole -BPA- en osiériculture et vannerie."
"B1401","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur sans diplôme particulier."
"B1402","3","definition","1","Réalise manuellement des opérations de valorisation, de protection et de réparation de différents types d''ouvrages en papier, imprimés ou manuscrits (livres de bibliophilie, registres, cartes, ...) selon leurs particularités (époque, matériaux, ...)."
"B1402","3","definition","2","Peut confectionner des décors de couverture ou restaurer des ouvrages particuliers (cartes, affiches, ...)."
"B1402","3","definition","3","Peut former différents publics aux techniques de reliure/restauration."
"B1402","3","definition","4","Peut coordonner une équipe et diriger une structure."
"B1402","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac+2 (Diplôme des Métiers d''Art -DMA-) en arts de la reliure et de la dorure, arts graphiques reliure."
"B1402","4","acces_metier","2","Un Master (diplôme de restaurateur du patrimoine, ...) est requis pour les emplois de la restauration d''ouvrages graphiques."
"B1501","3","definition","1","Effectue la maintenance, la réparation, la révision, le réglage et l''accord d''instruments de musique ou d''accessoires (archet, ...). Façonne des éléments constitutifs de l''instrument."
"B1501","3","definition","2","Peut fabriquer à l''unité ou en petite série un instrument (bois, cuivre, ...) et y apporter des corrections esthétiques et acoustiques."
"B1501","3","definition","3","Peut restaurer des instruments anciens."
"B1501","3","definition","4","Peut transmettre son savoir-faire."
"B1501","3","definition","5","Peut effectuer la vente ou la location d''instruments et d''accessoires."
"B1501","3","definition","6","Peut diriger un service ou une structure."
"B1501","4","acces_metier","1","Ce métier est accessible à partir d''un CAP assistant technique en instrument de musique ou d''un Brevet des Métiers d''Art -BMA- en facture instrumentale options accordéon, guitare, piano, instruments à vent."
"B1501","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en artisanat (ébénisterie, chaudronnerie d''art, ...) complétée par une formation à la facture instrumentale."
"B1601","3","definition","1","Crée à l''unité ou en petite série et répare des pièces décoratives et utilitaires de grande taille (statuaire monumentale, rampes d''escaliers, grilles ornementales, ...) ou de petite dimension (statues, pièces d''orfèvrerie, couteaux, armes, clés, serrures anciennes, ...) en différents métaux (acier, cuivre, laiton, bronze, étain, ...), par divers procédés artisanaux de travail des métaux (usinage, formage, moulage ...) selon les règles d''hygiène et de sécurité."
"B1601","3","definition","2","Peut effectuer la restauration d''objets anciens en métal."
"B1601","3","definition","3","Peut transmettre son savoir-faire et participer à des actions de sensibilisation de sa profession."
"B1601","3","definition","4","Peut diriger une structure."
"B1601","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP, un Brevet Professionnel, un Brevet des Métiers d''Arts -BMA-, ... en façonnage du bronze, ferronnerie d''art, serrurerie métallerie."
"B1601","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en métallerie sans diplôme particulier."
"B1602","3","definition","1","Réalise, à l''unité ou en petite série, à froid ou à chaud, des pièces décoratives ou utilitaires en verre à partir de pâte en fusion, poudre, plaque, baguette, ... selon les règles d''hygiène et de sécurité."
"B1602","3","definition","2","Peut usiner et assembler des éléments en verre et poser des pièces verrières (vitrail, néon, ...) sur les chantiers."
"B1602","3","definition","3","Peut transmettre son savoir-faire, participer à des actions de sensibilisation de sa profession et intervenir sur la restauration de pièces anciennes."
"B1602","3","definition","4","Peut coordonner une équipe et diriger un service ou une structure."
